et_title_product_id,et_title_product_name,et_title_variation_id,et_title_variation_name,et_title_parent_sku,et_title_variation_sku,et_title_variation_price,ps_direct_listing_price.SG,ps_gtin_code,et_title_variation_stock,ps_cc_installment,ps_cci_tenures,ps_minimum_purchase_quantity,ps_maximum_purchase_quantity,ps_maximum_purchase_quantity_start_date,ps_maximum_purchase_quantity_time_period,ps_maximum_purchase_quantity_end_date,CustomizeName
29566896493,"3D Miniature Scene Stickers - No Cut, DIY Stacking & Pasting for Journals, Scrapbooking & sticker",233433369935,Rabbit Hamburger Sho,,TEL3DHAMBURGER,3.00,2.50,,6,,,,,,,,3D Miniature Scene Stickers Rabbit Hamburger Sho
29566896493,"3D Miniature Scene Stickers - No Cut, DIY Stacking & Pasting for Journals, Scrapbooking & sticker",252208825097,Christmas RabbitHome,,TEL3DRABBITHOME,3.00,2.50,,5,,,,,,,,3D Miniature Scene Stickers Christmas RabbitHome
29566896493,"3D Miniature Scene Stickers - No Cut, DIY Stacking & Pasting for Journals, Scrapbooking & sticker",187961244526,Summer Laundrette,,TEL3DLAUNDRETTE,3.00,2.50,,14,,,,,,,,3D Miniature Scene Stickers Summer Laundrette
29566896493,"3D Miniature Scene Stickers - No Cut, DIY Stacking & Pasting for Journals, Scrapbooking & sticker",233433370000,Rabbit Library,,TEL3DRABBITLIBRARY,3.00,2.50,,15,,,,,,,,3D Miniature Scene Stickers Rabbit Library
29566896493,"3D Miniature Scene Stickers - No Cut, DIY Stacking & Pasting for Journals, Scrapbooking & sticker",187961244527,Summer Baking Shop,,TEL3DBAKINGSHOP,3.00,2.50,,14,,,,,,,,3D Miniature Scene Stickers Summer Baking Shop
29566896493,"3D Miniature Scene Stickers - No Cut, DIY Stacking & Pasting for Journals, Scrapbooking & sticker",252208825096,Christmas HoneyBear,,TEL3DHONEYBEAR,3.00,2.50,,7,,,,,,,,3D Miniature Scene Stickers Christmas HoneyBear
29566896493,"3D Miniature Scene Stickers - No Cut, DIY Stacking & Pasting for Journals, Scrapbooking & sticker",233433370002,Rabbit Dessert Shop,,TEL3DDESSET,3.00,2.50,,12,,,,,,,,3D Miniature Scene Stickers Rabbit Dessert Shop
29566896493,"3D Miniature Scene Stickers - No Cut, DIY Stacking & Pasting for Journals, Scrapbooking & sticker",187961244529,Summer 365 Days,,TEL3D365DAYS,3.00,2.50,,15,,,,,,,,3D Miniature Scene Stickers Summer 365 Days
29261547117,"Retro Kraft Paper Mini Notebook - 64K Pocket Notepad | Blank Pages, Vintage Design, Perfect for Gift",233230896307,Cactus Series,,KRAFTPAPERCACTUS,0.50,0.50,,37,On,"3,6,12,18",2,,,,,Retro Kraft Paper Mini Notebook Cactus Series
29261547117,"Retro Kraft Paper Mini Notebook - 64K Pocket Notepad | Blank Pages, Vintage Design, Perfect for Gift",233230896308,Black Cat Series,,KRAFTPAPERBLACKCAT,0.50,0.50,,27,,,,,,,,Retro Kraft Paper Mini Notebook Black Cat Series
29261547117,"Retro Kraft Paper Mini Notebook - 64K Pocket Notepad | Blank Pages, Vintage Design, Perfect for Gift",233230896306,Hand-Drawn Animal,,KRAFTPAPERANIMAL,0.50,0.50,,27,,,,,,,,Retro Kraft Paper Mini Notebook Hand-Drawn Animal
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580611,"Straight Head,Deep Pink",,TWEEZERSPINK,1.20,1.50,,32,On,"3,6,12,18",1,,,,,"Macaron Stainless Steel Tweezers – Straight Head,Deep Pink"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580610,"Straight Head,Macaron Purple",,TWEEZERSPURPLE,1.20,1.50,,26,,,,,,,,"Macaron Stainless Steel Tweezers – Straight Head,Macaron Purple"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580614,"Curved Head,Baby Pink",,TWEEZERCPINK,1.20,1.50,,0,,,,,,,,"Macaron Stainless Steel Tweezers – Curved Head,Baby Pink"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",380625264240,"Curved Head,Black",,MACARONCURVEDH,0.88,1.20,,0,,,,,,,,"Macaron Stainless Steel Tweezers – Curved Head,Black"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580616,"Curved Head,Tiffany Blue",,TWEEZERCBLUE,1.20,1.50,,0,,,,,,,,"Macaron Stainless Steel Tweezers – Curved Head,Tiffany Blue"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580615,"Curved Head,Fruit Green",,TWEEZERCGREEN,1.20,1.50,,0,,,,,,,,"Macaron Stainless Steel Tweezers – Curved Head,Fruit Green"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580608,"Straight Head,Fruit Green",,TWEEZERSGREEN,1.20,1.50,,36,,,,,,,,"Macaron Stainless Steel Tweezers – Straight Head,Fruit Green"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580619,"Curved Head,Original Color",,TWEEZERCORG,1.20,1.50,,0,,,,,,,,"Macaron Stainless Steel Tweezers – Curved Head,Original Color"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580618,"Curved Head,Deep Pink",,TWEEZERCPINK,1.20,1.50,,0,,,,,,,,"Macaron Stainless Steel Tweezers – Curved Head,Deep Pink"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580606,"Straight Head,Light Yellow",,TWEEZERSLYELLOW,1.20,1.50,,43,,,,,,,,"Macaron Stainless Steel Tweezers – Straight Head,Light Yellow"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580609,"Straight Head,Tiffany Blue",,TWEEZERSBLUE,1.20,1.50,,22,,,,,,,,"Macaron Stainless Steel Tweezers – Straight Head,Tiffany Blue"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580617,"Curved Head,Macaron Purple",,TWEEZERCPURPLE,1.20,1.50,,0,,,,,,,,"Macaron Stainless Steel Tweezers – Curved Head,Macaron Purple"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580607,"Straight Head,Baby Pink",,TWEEZERSPINK,1.20,1.50,,26,,,,,,,,"Macaron Stainless Steel Tweezers – Straight Head,Baby Pink"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",380625264239,"Straight Head,Black",,MACARONSTRAIGH,0.88,1.20,,23,,,,,,,,"Macaron Stainless Steel Tweezers – Straight Head,Black"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580612,"Straight Head,Original Color",,TWEEZERSORG,1.20,1.50,,35,,,,,,,,"Macaron Stainless Steel Tweezers – Straight Head,Original Color"
29173316123,"Macaron Stainless Steel Tweezers – Straight & Curved, Anti-Static, DIY Craft Tools for Eyelash, Manicure, Scrapbooking",247453580613,"Curved Head,Light Yellow",,TWEEZERCLYELLOW,1.20,1.50,,0,,,,,,,,"Macaron Stainless Steel Tweezers – Curved Head,Light Yellow"
29167162838,"Mini Transparent Pull-Back Toy Car - Colorful Inertia Racing Car for Boys, Plastic Clockwork Car Toy",178530861379,,PULLBACKSPORTSCARTOYS,,0.60,1.50,,0,On,"3,6,12,18",2,,,,,Mini Transparent Pull
29110855033,"Finger Chopsticks for Snacks and gaming – Lazy Assistant Clip, Hands-Free Snack Holder, Anti-Dirt Finger Cover for Clean",195381180267,pink,,CHOPSTICKPINK,1.20,1.50,,40,On,"3,6,12,18",1,,,,,Finger Chopsticks for Snacks and pink
29110855033,"Finger Chopsticks for Snacks and gaming – Lazy Assistant Clip, Hands-Free Snack Holder, Anti-Dirt Finger Cover for Clean",195381180268,grey,,CHOPSTICKGREY,1.20,1.50,,124,,,,,,,,Finger Chopsticks for Snacks and grey
29110855033,"Finger Chopsticks for Snacks and gaming – Lazy Assistant Clip, Hands-Free Snack Holder, Anti-Dirt Finger Cover for Clean",195381180269,white,,CHOPSTICKWHITE,1.20,1.50,,35,,,,,,,,Finger Chopsticks for Snacks and white
29110855033,"Finger Chopsticks for Snacks and gaming – Lazy Assistant Clip, Hands-Free Snack Holder, Anti-Dirt Finger Cover for Clean",195381180266,black,,CHOPSTICKBLACK,1.20,1.50,,118,,,,,,,,Finger Chopsticks for Snacks and black
29067833971,"Cute Cartoon Animal Sticky Notes Memo Pad - Creative Tear-Off Notepad for School, Office, and Stationery Gifts",252045536043,Tortoise,,CARTOONTORTOIS,0.50,1.50,,29,On,"3,6,12,18",2,,,,,Cute Cartoon Animal Sticky Notes Tortoise
29067833971,"Cute Cartoon Animal Sticky Notes Memo Pad - Creative Tear-Off Notepad for School, Office, and Stationery Gifts",252045536044,Chick,,CARTOONCHICK,0.50,1.50,,30,,,,,,,,Cute Cartoon Animal Sticky Notes Chick
29067833971,"Cute Cartoon Animal Sticky Notes Memo Pad - Creative Tear-Off Notepad for School, Office, and Stationery Gifts",252045536038,Frog,,CARTOONFROG,0.50,1.50,,27,,,,,,,,Cute Cartoon Animal Sticky Notes Frog
29067833971,"Cute Cartoon Animal Sticky Notes Memo Pad - Creative Tear-Off Notepad for School, Office, and Stationery Gifts",252045536039,Rabbit,,CARTOONRABBIT1,0.50,1.50,,23,,,,,,,,Cute Cartoon Animal Sticky Notes Rabbit
29067833971,"Cute Cartoon Animal Sticky Notes Memo Pad - Creative Tear-Off Notepad for School, Office, and Stationery Gifts",252045536040,Elephant,,CARTOONELEPHAN,0.50,1.50,,16,,,,,,,,Cute Cartoon Animal Sticky Notes Elephant
29067833971,"Cute Cartoon Animal Sticky Notes Memo Pad - Creative Tear-Off Notepad for School, Office, and Stationery Gifts",252045536041,Kitty,,CARTOONKITTY,0.50,1.50,,9,,,,,,,,Cute Cartoon Animal Sticky Notes Kitty
29067833971,"Cute Cartoon Animal Sticky Notes Memo Pad - Creative Tear-Off Notepad for School, Office, and Stationery Gifts",252045536042,Panda,,CARTOONPANDA,0.50,1.50,,14,,,,,,,,Cute Cartoon Animal Sticky Notes Panda
29044345525,Silicone Garlic Peeler Roller Tube Kitchen Tool | Easy Garlic Skin Remover | Manual Garlic Peeling Gadget | Kitchen Cook,310617797255,,SILICONE,,1.20,0.89,,50,On,"3,6,12,18",1,,,,,Silicone Garlic Peeler Roller Tube
28870506311,"Telado Dodojam Cute Cartoon Girl Sticker Pack – PET Waterproof Washi Stickers for Journals, Scrapbooking, and DIY Crafts",178598837573,Dodojam CHOCOLATE,,TELADODODOJAM,2.30,1.99,,20,On,"3,6,12,18",1,,,,,Telado Dodojam Cute Cartoon Girl Dodojam CHOCOLATE
28870506311,"Telado Dodojam Cute Cartoon Girl Sticker Pack – PET Waterproof Washi Stickers for Journals, Scrapbooking, and DIY Crafts",178598837574,Dodojam AUTUMN,,TELADODODOJAM1,2.30,1.99,,20,,,,,,,,Telado Dodojam Cute Cartoon Girl Dodojam AUTUMN
28870506311,"Telado Dodojam Cute Cartoon Girl Sticker Pack – PET Waterproof Washi Stickers for Journals, Scrapbooking, and DIY Crafts",178598837570,Dodojam PEACH,,TELADODODOJAM2,2.30,1.99,,13,,,,,,,,Telado Dodojam Cute Cartoon Girl Dodojam PEACH
28870506311,"Telado Dodojam Cute Cartoon Girl Sticker Pack – PET Waterproof Washi Stickers for Journals, Scrapbooking, and DIY Crafts",178598837571,Dodojam SLEEP,,TELADODODOJAM3,2.30,1.99,,18,,,,,,,,Telado Dodojam Cute Cartoon Girl Dodojam SLEEP
28870506311,"Telado Dodojam Cute Cartoon Girl Sticker Pack – PET Waterproof Washi Stickers for Journals, Scrapbooking, and DIY Crafts",178598837572,Dodojam HAPPY,,TELADODODOJAM4,2.30,1.99,,21,,,,,,,,Telado Dodojam Cute Cartoon Girl Dodojam HAPPY
28861389298,"Portable Foldable Clothes Hanger with 5 Holes – 360° Rotating Hook, Travel-Friendly Drying Rack for Easy Storage",197809416198,,5HOLESCLOTHHANGER,,3.50,2.50,,0,On,"3,6,12,18",1,,,,,Portable Foldable Clothes Hanger with
28824645201,"Ready Stock Rainbow Scratch Notebook - Magic Colorful Drawing Pad for Kids DIY Paper Craft Art Kit, Party Gifts",247556318514,Pink,,RAINBOWPINK,1.50,1.90,,20,On,"3,6,12,18",1,,,,,Ready Stock Rainbow Scratch Notebook Pink
28824645201,"Ready Stock Rainbow Scratch Notebook - Magic Colorful Drawing Pad for Kids DIY Paper Craft Art Kit, Party Gifts",247556318515,Blue,,RAINBOWBLUE,1.50,1.90,,27,,,,,,,,Ready Stock Rainbow Scratch Notebook Blue
28824645201,"Ready Stock Rainbow Scratch Notebook - Magic Colorful Drawing Pad for Kids DIY Paper Craft Art Kit, Party Gifts",247556318516,Orange,,RAINBOWORANGE,1.50,1.90,,45,,,,,,,,Ready Stock Rainbow Scratch Notebook Orange
28824645201,"Ready Stock Rainbow Scratch Notebook - Magic Colorful Drawing Pad for Kids DIY Paper Craft Art Kit, Party Gifts",247556318517,Green,,RAINBOWGREEN,1.50,1.90,,20,,,,,,,,Ready Stock Rainbow Scratch Notebook Green
28673829275,"Mini Round Number Stickers 1-200/0-300 – 10mm Self-Adhesive Labels, Laser Color Design for Organizing and Labeling",218156098342,1 - 100 Laser Holo,,STICKER1100HOLO,1.00,1.50,,6,On,"3,6,12,18",1,,,,,Mini Round Number Stickers 1 1 - 100 Laser Holo
28673829275,"Mini Round Number Stickers 1-200/0-300 – 10mm Self-Adhesive Labels, Laser Color Design for Organizing and Labeling",218156098343,101 - 200 Laser Hol,,STICKER101200HOLO,1.00,1.50,,58,,,,,,,,Mini Round Number Stickers 1 101 - 200 Laser Hol
28673829275,"Mini Round Number Stickers 1-200/0-300 – 10mm Self-Adhesive Labels, Laser Color Design for Organizing and Labeling",218156098344,201 - 300 Laser Holo,,STICKER201300HOLO,1.00,1.50,,16,,,,,,,,Mini Round Number Stickers 1 201 - 300 Laser Holo
28673829275,"Mini Round Number Stickers 1-200/0-300 – 10mm Self-Adhesive Labels, Laser Color Design for Organizing and Labeling",218156098345,A - Z Alphabet,,STICKERATOZ,0.70,1.50,,85,,,,,,,,Mini Round Number Stickers 1 A - Z Alphabet
28673829275,"Mini Round Number Stickers 1-200/0-300 – 10mm Self-Adhesive Labels, Laser Color Design for Organizing and Labeling",234666737661,1- 25 Laser Holo,,STICKER125LASERHOLO,1.00,1.33,,50,,,,,,,,Mini Round Number Stickers 1 1- 25 Laser Holo
28673829275,"Mini Round Number Stickers 1-200/0-300 – 10mm Self-Adhesive Labels, Laser Color Design for Organizing and Labeling",405696471630,26- 50 Laser Holo,,MINI2650LAS,1.00,1.33,,25,,,,,,,,Mini Round Number Stickers 1 26- 50 Laser Holo
28673829275,"Mini Round Number Stickers 1-200/0-300 – 10mm Self-Adhesive Labels, Laser Color Design for Organizing and Labeling",218156098340,1 - 100 White,,STICKER1100WHITE,0.70,1.50,,0,,,,,,,,Mini Round Number Stickers 1 1 - 100 White
28673829275,"Mini Round Number Stickers 1-200/0-300 – 10mm Self-Adhesive Labels, Laser Color Design for Organizing and Labeling",218156098341,101 - 200 White,,STICKER101200WHITE,0.70,1.50,,14,,,,,,,,Mini Round Number Stickers 1 101 - 200 White
28414613483,256Pcs Creative Gradient Color Pull-out Sticky Notes - Tearable Student Stickers for DIY Notebooks and Stationery,195476553891,Gradient Blue,,256PCSGRADIENTBLUE,5.00,2.90,,2,On,"3,6,12,18",1,,,,,256Pcs Creative Gradient Color Pull Gradient Blue
28414613483,256Pcs Creative Gradient Color Pull-out Sticky Notes - Tearable Student Stickers for DIY Notebooks and Stationery,195476553892,Gradient Green,,256PCSGRADIENTGREEN,5.00,2.90,,7,,,,,,,,256Pcs Creative Gradient Color Pull Gradient Green
28414613483,256Pcs Creative Gradient Color Pull-out Sticky Notes - Tearable Student Stickers for DIY Notebooks and Stationery,195476553893,Gradient Pink,,256PCSGRADIENTPINK,5.00,2.90,,12,,,,,,,,256Pcs Creative Gradient Color Pull Gradient Pink
28414613483,256Pcs Creative Gradient Color Pull-out Sticky Notes - Tearable Student Stickers for DIY Notebooks and Stationery,195476553894,Gradient Purple,,256PCSGRADIENTPURPLE,5.00,2.90,,0,,,,,,,,256Pcs Creative Gradient Color Pull Gradient Purple
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035707,Rabbit Dreamer 1,,TELADORABBITD,2.30,1.99,,10,On,"3,6,12,18",1,,,,,Telado Dodojam Cute Cartoon Stickers Rabbit Dreamer 1
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035712,Romantic Afternoon 2,,TELADOROMANTI,2.30,1.99,,14,,,,,,,,Telado Dodojam Cute Cartoon Stickers Romantic Afternoon 2
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035713,Romantic Afternoon 3,,TELADOROMANTI1,2.30,1.99,,11,,,,,,,,Telado Dodojam Cute Cartoon Stickers Romantic Afternoon 3
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035715,Colored Dessert 1,,TELADOCOLORED,2.30,1.99,,12,,,,,,,,Telado Dodojam Cute Cartoon Stickers Colored Dessert 1
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035710,Rabbit Dreamer 4,,TELADORABBITD1,2.30,1.99,,11,,,,,,,,Telado Dodojam Cute Cartoon Stickers Rabbit Dreamer 4
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035711,Romantic Afternoon 1,,TELADOROMANTI2,2.30,1.99,,7,,,,,,,,Telado Dodojam Cute Cartoon Stickers Romantic Afternoon 1
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035717,Colored Dessert 3,,TELADOCOLORED1,2.30,1.99,,11,,,,,,,,Telado Dodojam Cute Cartoon Stickers Colored Dessert 3
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035709,Rabbit Dreamer 3,,TELADORABBITD2,2.30,1.99,,15,,,,,,,,Telado Dodojam Cute Cartoon Stickers Rabbit Dreamer 3
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035708,Rabbit Dreamer 2,,TELADORABBITD3,2.30,1.99,,12,,,,,,,,Telado Dodojam Cute Cartoon Stickers Rabbit Dreamer 2
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035716,Colored Dessert 2,,TELADOCOLORED2,2.30,1.99,,11,,,,,,,,Telado Dodojam Cute Cartoon Stickers Colored Dessert 2
28370468324,"Telado Dodojam Cute Cartoon Stickers and Washi Tape Pack – Waterproof PET and Washi Material for Journals,  DIY Crafts",148930035714,Romantic Afternoon 4,,TELADOROMANTI3,2.30,1.99,,11,,,,,,,,Telado Dodojam Cute Cartoon Stickers Romantic Afternoon 4
28174610639,Cartoon Astronaut File Bag - A5 Transparent Waterproof Stationery Storage with Zipper Student Stationery Organize,242554329254,Rabbit,,CARTOONRABBIT2,1.20,1.50,,0,On,"3,6,12,18",1,,,,,Cartoon Astronaut File Bag Rabbit
28174610639,Cartoon Astronaut File Bag - A5 Transparent Waterproof Stationery Storage with Zipper Student Stationery Organize,242554329255,Bear,,CARTOONBEAR,1.20,1.50,,9,,,,,,,,Cartoon Astronaut File Bag Bear
28174610639,Cartoon Astronaut File Bag - A5 Transparent Waterproof Stationery Storage with Zipper Student Stationery Organize,242554329256,Astronaut,,CARTOONASTRONA,1.20,1.50,,8,,,,,,,,Cartoon Astronaut File Bag Astronaut
28174610639,Cartoon Astronaut File Bag - A5 Transparent Waterproof Stationery Storage with Zipper Student Stationery Organize,242554329257,Astronaut Star,,CARTOONASTRON1,1.20,1.50,,13,,,,,,,,Cartoon Astronaut File Bag Astronaut Star
28024649088,Deli Transparent Ruler Straight Measuring Tool with Wave Design - School Stationery Multifunctional,139226087232,Cartoon 15 cm,,CARTOONRULER18CM,1.60,1.50,,77,On,"3,6,12,18",1,,,,,Deli Transparent Ruler Straight Measuring Cartoon 15 cm
28024649088,Deli Transparent Ruler Straight Measuring Tool with Wave Design - School Stationery Multifunctional,139226087233,Transparent 15 cm,,TRANSRULER15CM,1.60,1.50,,33,,,,,,,,Deli Transparent Ruler Straight Measuring Transparent 15 cm
28024649088,Deli Transparent Ruler Straight Measuring Tool with Wave Design - School Stationery Multifunctional,139226087231,Macaron Color 18 cm,,MACRULER18CM,1.60,1.50,,92,,,,,,,,Deli Transparent Ruler Straight Measuring Macaron Color 18 cm
27786698416,"0.5mm ST Fine Tip Gel Pen - Retractable Morandi Color Pen | Smooth Writing, Quick Dry Ink, 5 Colors",295105905959,Misty Grey,,05MMMISTYGR,0.99,0.70,,44,On,"3,6,12,18",1,,,,,0.5mm ST Fine Tip Gel Misty Grey
27786698416,"0.5mm ST Fine Tip Gel Pen - Retractable Morandi Color Pen | Smooth Writing, Quick Dry Ink, 5 Colors",295105905960,Sakura Pink,,05MMSAKURAP,0.99,0.70,,42,,,,,,,,0.5mm ST Fine Tip Gel Sakura Pink
27786698416,"0.5mm ST Fine Tip Gel Pen - Retractable Morandi Color Pen | Smooth Writing, Quick Dry Ink, 5 Colors",295105905961,Cloud Blue,,05MMCLOUDBL,0.99,0.70,,25,,,,,,,,0.5mm ST Fine Tip Gel Cloud Blue
27786698416,"0.5mm ST Fine Tip Gel Pen - Retractable Morandi Color Pen | Smooth Writing, Quick Dry Ink, 5 Colors",295105905962,Elegant Black,,05MMELEGANT,0.99,0.70,,25,,,,,,,,0.5mm ST Fine Tip Gel Elegant Black
27786698416,"0.5mm ST Fine Tip Gel Pen - Retractable Morandi Color Pen | Smooth Writing, Quick Dry Ink, 5 Colors",365227854510,Refill Pack 5 Piece,,05MMREFILLP,1.20,0.70,,29,,,,,,,,0.5mm ST Fine Tip Gel Refill Pack 5 Piece
27786698416,"0.5mm ST Fine Tip Gel Pen - Retractable Morandi Color Pen | Smooth Writing, Quick Dry Ink, 5 Colors",295105905958,Milky White,,05MMMILKYWH,0.99,0.70,,40,,,,,,,,0.5mm ST Fine Tip Gel Milky White
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",49540916183,Mini Letters J,,RESINMCAM,0.50,0.70,,25,On,"3,6,12,18",2,,,,,Resin Alphabet Number Resin Letters Mini Letters J
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",188529109407,Mini Letters Z,,RESINMINILET,0.50,0.70,,35,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters Z
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",188529109414,Mini Numbers 6,,RESINMININUM,0.50,0.70,,41,,,,,,,,Resin Alphabet Number Resin Letters Mini Numbers 6
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",186092991857,Mini Letters M,,RESINMINILET1,0.50,0.70,,18,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters M
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",188529109415,Mini Numbers 7,,RESINMININUM1,0.50,0.70,,44,,,,,,,,Resin Alphabet Number Resin Letters Mini Numbers 7
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",188529109403,Mini Letters V,,RESINMINILET2,0.50,0.70,,26,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters V
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",188529109402,Mini Letters U,,RESINMINILET3,0.50,0.70,,13,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters U
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",49540916177,Mini Letters D,,RESINFUR,0.50,0.70,,22,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters D
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",177071514577,Mini Letters K,,RESINMSNACK,0.50,0.70,,18,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters K
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",188529109411,Mini Numbers 3,,RESINMININUM2,0.50,0.70,,37,,,,,,,,Resin Alphabet Number Resin Letters Mini Numbers 3
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",49540916182,Mini Letters I,,RESINMLOVE,0.50,0.70,,38,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters I
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",186092991861,Mini Letters Q,,RESINMINILET4,0.50,0.70,,23,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters Q
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",188529109406,Mini Letters Y,,RESINMINILET5,0.50,0.70,,36,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters Y
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",49540916179,Mini Letters F,,RESINYBEAR,0.50,0.70,,26,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters F
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",188529109409,Mini Numbers 1,,RESINMININUM3,0.50,0.70,,0,,,,,,,,Resin Alphabet Number Resin Letters Mini Numbers 1
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",188529109412,Mini Numbers 4,,RESINMININUM4,0.50,0.70,,35,,,,,,,,Resin Alphabet Number Resin Letters Mini Numbers 4
27781284736,"Resin Alphabet Number Resin Letters A-Z & Numbers 0-9 DIY Accessories for Phone Case, Hair Clip, Deco",186092991862,Mini Letters R,,RESINMINILET6,0.50,0.70,,14,,,,,,,,Resin Alphabet Number Resin Letters Mini Letters R
